code UAI;n° SIRET;type d'établissement;nom;sigle;statut;tutelle;université de rattachement libellé et UAI;université de rattachement ID et URL Onisep;établissements liés libellés;établissements liés URL et ID Onisep;boîte postale;adresse;CP;commune;commune (COG);cedex;telephone;arrondissement;département;académie;région;région (COG);longitude (X);latitude (Y);journées portes ouvertes;langues enseignées;URL et ID Onisep;date création;date de modification
0520026W;19520026600011;collège;Collège les Vignes du Crey;;public;Ministère chargé de l'Éducation nationale;;;;;;Chemin des brosses;52190;Prauthoy;52405;;03 25 88 33 11;;Haute-Marne;Reims;Grand Est;44;5.28865;47.6787;;Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2977;06/06/2020;06/06/2020
0590042A;19590042800010;lycée général, technologique ou polyvalent;Lycée polyvalent Camille Desmoulins;;public;Ministère chargé de l'Éducation nationale;;;;;BP 30025;47 rue de la République;59360;Le Cateau-Cambrésis;59136;;03 27 84 01 58;;Nord;Lille;Hauts-de-France;32;3.54166;50.1033;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14907;06/06/2020;04/05/2026
0672614C;19672614500010;lycée général, technologique ou polyvalent;Lycée polyvalent Georges Imbert;;public;Ministère chargé de l'Éducation nationale;;;;;BP 90014;2 rue Vincent d'Indy;67261;Sarre-Union;67434;Cedex;03 88 00 39 00;;Bas-Rhin;Strasbourg;Grand Est;44;7.08974;48.9369;;Allemand, Anglais, Arabe, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15752;06/06/2020;16/01/2026
0890067P;77869246700062;lycée général, technologique ou polyvalent;Lycée polyvalent privé Saint-Étienne;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège Saint-Étienne à Sens (89);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10260;;2 rue Louise et Léon Vernis;89100;Sens;89387;;03 86 65 82 10;;Yonne;Dijon;Bourgogne-Franche-Comté;27;3.29195;48.2067;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9271;06/06/2020;08/04/2025
0421852K;19421852500013;collège;Collège Louis Aragon;;public;Ministère chargé de l'Éducation nationale;;;;;;347 route de Briennon;42300;Mably;42127;;04 77 23 15 15;;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.07336;46.0814;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4150;06/06/2020;29/04/2021
0290306A;77762019600025;collège;Collège la Sablière;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;6 rue de Salonique;29000;Quimper;29232;;02 98 55 28 56;;Finistère;Rennes;Bretagne;53;-4.11158;47.995;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais, Langues et cultures régionales : breton;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9678;06/06/2020;30/09/2024
0851132U;19851132100012;collège;Collège les Colliberts;;public;Ministère chargé de l'Éducation nationale;;;;;BP 34;7 boulevard Pasteur;85580;Saint-Michel-en-l'Herm;85255;;02 51 30 22 46;;Vendée;Nantes;Pays de la Loire;52;-1.25368;46.3574;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9705;06/06/2020;02/03/2026
0801368C;78058914900019;collège;Collège Saint-Pierre;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée professionnel Saint-Pierre à Abbeville (80) | Lycée Saint-Pierre à Abbeville (80);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5706 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3826;;24 place Clémenceau;80100;Abbeville;80001;;03 22 20 62 00;;Somme;Amiens;Hauts-de-France;32;1.8349522;50.1089469;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13230;06/06/2020;16/05/2025
0911490A;19911490100028;collège;Collège Pablo Neruda;;public;Ministère chargé de l'Éducation nationale;;;;;;2 avenue des Cigognes;91220;Brétigny-sur-Orge;91103;;01 60 84 42 45;;Essonne;Versailles;Ile-de-France;11;2.30973;48.5997;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14769;06/06/2020;22/07/2024
0500062W;19500062500010;collège;Collège le Ferronay;;public;Ministère chargé de l'Éducation nationale;;;;;;41 chemin du Ferronay;50130;Cherbourg-en-Cotentin;50129;;02 33 53 16 03;;Manche;Normandie;Normandie;28;-1.63699;49.6285;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12036;06/06/2020;06/09/2024
0011360Y;19011306800018;collège;Collège Louis Armstrong;;public;Ministère chargé de l'Éducation nationale;;;;;;Lieu dit Pré Mayeux;01700;Beynost;01043;;04 37 85 53 30;;Ain;Lyon;Auvergne-Rhône-Alpes;84;5.0009242;45.8400182;;Allemand, Anglais, Espagnol, Italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6059;06/06/2020;24/02/2026
0291866W;77750921700033;collège;Collège Notre Dame de Kerbonne;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège Javouhey à Brest (29) | Lycée Javouhey à Brest (29) | Lycée professionnel Javouhey à Brest (29);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10407 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.852 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5320;CS 63816;25 rue Paul Bert;29238;Brest;29019;Cedex;02 98 45 17 28;;Finistère;Rennes;Bretagne;53;-4.51473;48.3797;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8458;06/06/2020;12/09/2024
0940569H;19940569700012;collège;Collège Pierre de Ronsard;;public;Ministère chargé de l'Éducation nationale;;;;;;27 boulevard du Général Giraud;94100;Saint-Maur-des-Fossés;94068;;01 41 81 12 34;;Val-de-Marne;Créteil;Ile-de-France;11;2.47652;48.7975;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10349;06/06/2020;18/09/2025
0850111J;78643692300035;collège;Collège privé du Puy Chabot;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;20 rue du Puy Chabot;85170;Le Poiré-sur-Vie;85178;;02 51 31 82 14;;Vendée;Nantes;Pays de la Loire;52;-1.51325;46.7714;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8556;06/06/2020;22/06/2026
0133397X;78268805500014;collège;Collège la Chesneraie;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;105 chemin de la Bosque, Domaine Chesneraie;13540;Aix-en-Provence;13001;;04 42 92 11 55;;Bouches-du-Rhône;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.43383;43.5746;;Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14787;06/06/2020;03/05/2022
0020056A;19020056800029;collège;Collège Marthe Lefèvre;;public;Ministère chargé de l'Éducation nationale;;;;;;Avenue Pierre Choquart;02100;Saint-Quentin;02691;;03 23 68 20 25;;Aisne;Amiens;Hauts-de-France;32;3.3232247829437;49.835498261558;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8683;06/06/2020;20/05/2025
0761715B;78111856700036;lycée général, technologique ou polyvalent;Lycée privé Jean-Baptiste de La Salle;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège Jean-Baptiste de la Salle à Rouen (76);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9648;;84 rue Saint-Gervais;76000;Rouen;76540;;02 35 71 68 43;;Seine-Maritime;Normandie;Normandie;28;1.08547;49.4483;;Allemand, Anglais, Chinois, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5035;06/06/2020;20/11/2025
0650138X;19650138100012;lycée agricole;Lycée professionnel agricole et horticole Adriana;;public;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;59 route de Pau;65000;Tarbes;65440;;05 62 93 07 32;;Hautes-Pyrénées;Toulouse;Occitanie;76;0.0439111;43.2377;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7883;06/06/2020;04/12/2025
0932048W;19932048200011;lycée général, technologique ou polyvalent;Lycée polyvalent Blaise Cendrars;;public;Ministère chargé de l'Éducation nationale;;;;;;12 avenue Léon Jouhaux;93270;Sevran;93071;;01 49 36 20 50;;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.54001;48.9394;;Allemand, Anglais, Espagnol, Italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15038;06/06/2020;05/12/2025
0951723G;19951723600014;lycée général, technologique ou polyvalent;Lycée Montesquieu;;public;Ministère chargé de l'Éducation nationale;;;;;BP 99;165 rue Émile Zola;95220;Herblay;95306;;01 34 50 71 00;;Val-d'Oise;Versailles;Ile-de-France;11;2.14619;48.9994;;Allemand, Anglais, Arabe, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5122;06/06/2020;29/01/2026
0755000C;19754691400015;collège;Collège Thomas Mann;;public;Ministère chargé de l'Éducation nationale;;;;;;91 avenue de France;75013;Paris;75100;;01 53 82 70 70;13;Paris;Paris;Ile-de-France;11;2.37791;48.8289;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6724;06/06/2020;16/03/2026
0752917N;33482162600010;collège;Collège privé Saint-Louis de Gonzague;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;12 rue Benjamin Franklin;75016;Paris;75100;;01 44 30 45 50;16;Paris;Paris;Ile-de-France;11;2.28548;48.8596;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4679;06/06/2020;13/05/2025
0593143W;78381866900013;collège;Collège Sacré-Coeur;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;214 avenue de la République;59430;Dunkerque;59183;;03 28 60 56 06;;Nord;Lille;Hauts-de-France;32;2.3453;51.0291;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais, Néerlandais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12871;06/06/2020;01/10/2025
0421016B;77639494200028;collège;Collège Sainte-Marie;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;39 rue des Frères Chappe;42000;Saint-Etienne;42218;;04 77 43 30 50;;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.3951038;45.4401628;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7496;06/06/2020;15/04/2024
0780569V;19780569000017;collège;Collège La Vaucouleurs;;public;Ministère chargé de l'Éducation nationale;;;;;;19 rue de la Lyre;78200;Mantes-la-Ville;78362;;01 30 92 42 44;;Yvelines;Versailles;Ile-de-France;11;1.71571;48.9637;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16692;06/06/2020;22/07/2024
0320056M;77700770900036;collège;Collège Notre-Dame le Clos fleuri;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;BP 19;5 bis avenue Claude Augé;32600;L'Isle-Jourdain;32160;;05 62 07 37 93;;Gers;Toulouse;Occitanie;76;1.08424;43.612;;Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : occitan - langue d'oc;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12988;06/06/2020;11/02/2026
0061457B;33417081800036;collège;Collège Stanislas;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée Stanislas à Cannes (06);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1117;CS 70046;1 place Stanislas;06414;Cannes;06029;Cedex;04 93 06 48 07;;Alpes-Maritimes;Nice;Provence-Alpes-Côte d'Azur;93;7.00944;43.5527;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7575;06/06/2020;25/11/2021
9730237V;19973159700019;collège;Collège Victor Schoelcher (Kourou II);;public;Ministère chargé de l'Éducation nationale;;;;;BP 728;11 avenue de Pariacabo;97387;Kourou;97304;Cedex;05 94 22 07 22;;Guyane;Guyane;Guyane;03;-52.646999;5.153452;;Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Portugais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10459;06/06/2020;03/05/2022
0450118J;39831012800010;collège;Collège privé La Providence;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;46 rue Pierre Beaulieu;45160;Olivet;45232;;02 38 69 08 81;;Loiret;Orléans-Tours;Centre-Val de Loire;24;1.89206;47.8675;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13534;06/06/2020;28/09/2021
0752870M;83962372500018;collège;Collège privé Saint-Jean de Passy;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;72 rue Raynouard;75016;Paris;75100;;01 44 30 26 00;16;Paris;Paris;Ile-de-France;11;2.27844;48.8545;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1091;06/06/2020;03/05/2022
0741283T;77662994100019;collège;Collège privé Saint-Joseph;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée général privé Saint-Joseph à Thônes (74);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.921;;18 rue du bienheureux Pierre Favre;74230;Thônes;74280;;04 50 02 00 66;;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.33009;45.885;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12475;06/06/2020;25/03/2024
